Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident
12:43:00,Wednesday,18-30,Male,Junior high school,Employee,5-10yr,Other,Owner,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Moving Backward,Passenger,Female,Over 51,3,Driver,Normal,Not a Pedestrian,Changing lane to the right
8:43:00,Wednesday,31-50,Male,Junior high school,Employee,unknown,Automobile,Owner,No defect, Industrial areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Collision with pedestrians,2,1,Moving Backward,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right
10:25:00,Monday,18-30,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,No priority to vehicle
15:31:00,Monday,31-50,Male,Junior high school,Employee,Below 1yr,Stationwagen,Owner,No defect,School areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,1,1,Going straight,Driver or rider,Male,18-30,2,Driver,Normal,Not a Pedestrian,Changing lane to the left
15:08:00,Monday,18-30,Male,Junior high school,Owner,Above 10yr,Automobile,Owner,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Driving carelessly
10:30:00,Friday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Owner,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the right
23:45:00,Friday,Unknown,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Driving at high speed
17:45:00,Sunday,18-30,Male,Junior high school,Employee,5-10yr,Automobile,Owner,No defect, Church areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle
18:09:00,Monday,18-30,Male,High school,Employee,Below 1yr,Public (12 seats),Owner,No defect,School areas,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,2,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,No distancing
10:07:00,Monday,Over 51,Male,Writing & reading,Employee,5-10yr,Lorry (41?100Q),Owner,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,2,Going straight,Passenger,Female,Under 18,3,Other,Normal,Not a Pedestrian,No distancing
16:20:00,Wednesday,Unknown,Female,Illiterate,Employee,2-5yr,Automobile,Owner,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,2,Self-employed,Normal,Not a Pedestrian,Other
1:15:00,Sunday,31-50,Male,Junior high school,Employee,2-5yr,Other,Owner,No defect,Other,One way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Other,Driver or rider,Male,Under 18,3,Other,Normal,Not a Pedestrian,Moving Backward
15:50:00,Saturday,31-50,Male,Elementary school,Employee,1-2yr,Automobile,Owner,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,Going straight,Driver or rider,Male,18-30,3,Employee,Normal,Not a Pedestrian,No priority to pedestrian
20:45:00,Thursday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Owner,No defect,Office areas,One way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,Over 51,3,Driver,Normal,Not a Pedestrian,Overturning
19:35:00,Friday,31-50,Male,Above high school,Owner,5-10yr,Automobile,Owner,No defect,Other,One way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with pedestrians,2,2,Going straight,Passenger,Female,Under 18,1,Self-employed,Normal,Not a Pedestrian,Turnover
18:35:00,Thursday,31-50,Male,Junior high school,Employee,1-2yr,Lorry (41?100Q),Owner,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,5,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right
19:15:00,Monday,Unknown,Male,High school,Employee,Above 10yr,Automobile,Owner,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Moving Backward
20:35:00,Friday,31-50,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,No defect,Office areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Overtaking
13:15:00,Wednesday,Over 51,Male,Junior high school,Employee,5-10yr,Taxi,Governmental,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,Under 18,3,Driver,Normal,Not a Pedestrian,No distancing
14:17:00,Saturday,Unknown,Female,Junior high school,Employee,2-5yr,Pick up upto 10Q,Owner,No defect,Other,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Other,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left
9:00:00,Tuesday,31-50,Male,Junior high school,Employee,1-2yr,Other,Governmental,No defect,Residential areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing
3:20:00,Sunday,18-30,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,31-50,3,Driver,Normal,"In carriageway, statioNot a Pedestrianry - not crossing  (standing or playing)",Changing lane to the right
21:15:00,Thursday,18-30,Male,Above high school,Employee,Above 10yr,Automobile,Owner,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Turnover,Driver or rider,Female,18-30,3,Driver,Normal,Not a Pedestrian,Driving carelessly
16:05:00,Monday,31-50,Male,High school,Owner,5-10yr,Lorry (41?100Q),Owner,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left
20:05:00,Monday,31-50,Male,Junior high school,Employee,No Licence,Automobile,Owner,No defect,Residential areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left
14:30:00,Sunday,Under 18,Male,Junior high school,Employee,5-10yr,Public (13?45 seats),Owner,No defect,  Recreational areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,Over 51,2,Self-employed,Normal,Not a Pedestrian,Changing lane to the left
20:39:00,Saturday,31-50,Male,Above high school,Owner,1-2yr,Automobile,Owner,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,3,2,Turnover,Pedestrian,Female,Under 18,2,Driver,Normal,"In carriageway, statioNot a Pedestrianry - not crossing  (standing or playing)",Driving at high speed
20:41:00,Thursday,18-30,Male,Elementary school,Employee,5-10yr,Lorry (41?100Q),Owner,No defect,Office areas,One way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,4,2,Going straight,Driver or rider,Female,Over 51,3,Driver,Normal,Not a Pedestrian,Driving carelessly
7:40:00,Friday,31-50,Male,Junior high school,Owner,Below 1yr,Automobile,Owner,No defect,Other,Undivided Two way,Tangent road with flat terrain,Other,Earth roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Pedestrian,Male,18-30,3,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Changing lane to the right
18:10:00,Wednesday,31-50,Male,Elementary school,Employee,Above 10yr,Pick up upto 10Q,Owner,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Unknown,Vehicle with vehicle collision,2,1,Getting off,Driver or rider,Male,31-50,3,Self-employed,Normal,Not a Pedestrian,Moving Backward
9:51:00,Tuesday,31-50,Male,Junior high school,Employee,Below 1yr,Stationwagen,Governmental,No defect, Industrial areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,Under 18,1,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,No distancing
16:55:00,Monday,18-30,Male,Junior high school,Employee,2-5yr,Public (> 45 seats),Owner,No defect,Other,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,U-Turn,Passenger,Female,31-50,3,Driver,Normal,Not a Pedestrian,Overtaking
22:10:00,Wednesday,31-50,Male,Junior high school,Employee,1-2yr,Public (12 seats),Organization,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Earth roads,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,2,1,Going straight,Passenger,Female,18-30,3,Driver,Normal,Not a Pedestrian,Driving at high speed
1:30:00,Sunday,31-50,Male,Junior high school,Employee,5-10yr,Other,Owner,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,4,Moving Backward,Pedestrian,Male,Under 18,3,Driver,Normal,Not a Pedestrian,Changing lane to the left
10:08:00,Sunday,31-50,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Unknown,Driver or rider,Female,18-30,3,Driver,Normal,Not a Pedestrian,Driving carelessly
19:25:00,Friday,31-50,Male,Junior high school,Employee,5-10yr,Bajaj,Owner,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,5,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,No priority to vehicle
7:50:00,Wednesday,18-30,Male,Junior high school,Owner,5-10yr,Lorry (41?100Q),Owner,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,4,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right
9:30:00,Friday,18-30,Male,High school,Employee,5-10yr,Lorry (41?100Q),Owner,No defect, Outside rural areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads with some distress,Dry,Daylight,Normal,Collision with roadside objects,1,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Other
11:38:00,Saturday,31-50,Male,Junior high school,Owner,1-2yr,Pick up upto 10Q,Owner,No defect,Other,One way,Escarpments,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,3,3,Getting off,Pedestrian,Male,31-50,3,Self-employed,Normal,Unknown or other,Changing lane to the left
12:25:00,Tuesday,Over 51,Unknown,Junior high school,Unknown,5-10yr,Automobile,Owner,No defect,Unknown,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,No priority to pedestrian
22:25:00,Thursday,31-50,Male,Junior high school,Employee,5-10yr,Public (12 seats),Owner,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Other,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,No distancing
18:40:00,Thursday,Unknown,Male,Junior high school,Employee,Above 10yr,Long lorry,Owner,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,Over 51,3,Driver,Normal,Not a Pedestrian,Overtaking
12:00:00,Saturday,18-30,Male,Junior high school,Employee,Below 1yr,Special vehicle,Owner,No defect, Church areas,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,3,1,Moving Backward,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Driving carelessly
15:00:00,Wednesday,Over 51,Unknown,Junior high school,Unknown,5-10yr,Automobile,Owner,No defect,Office areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly
20:55:00,Friday,Over 51,Male,Junior high school,Employee,2-5yr,Other,Owner,No defect,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,5,Going straight,Passenger,Female,18-30,3,Driver,Normal,Not a Pedestrian,No distancing
13:15:00,Thursday,18-30,Male,Junior high school,Employee,1-2yr,Automobile,Owner,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,18-30,3,Self-employed,Normal,Unknown or other,Changing lane to the left
17:35:00,Thursday,18-30,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,No defect,Residential areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Other,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly
14:10:00,Monday,31-50,Male,Junior high school,Owner,5-10yr,Automobile,Organization,No defect, Hospital areas,Undivided Two way,Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Collision with roadside objects,2,2,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs
20:30:00,Sunday,31-50,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Organization,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Moving Backward,na,na,na,na,Other,Normal,Not a Pedestrian,No distancing
18:12:00,Wednesday,31-50,Male,Elementary school,Owner,2-5yr,Other,Owner,No defect,Other,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Turnover,Pedestrian,Female,18-30,3,Self-employed,Normal,Not a Pedestrian,No priority to vehicle
16:35:00,Saturday,18-30,Male,Junior high school,Employee,2-5yr,Public (13?45 seats),Owner,No defect,Other,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing
11:50:00,Friday,31-50,Male,Elementary school,Employee,Below 1yr,Other,Owner,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Unknown,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the left
15:00:00,Wednesday,Unknown,Male,Elementary school,Owner,5-10yr,Other,Owner,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,4,Going straight,Driver or rider,Female,18-30,3,Driver,Normal,Not a Pedestrian,No distancing
14:45:00,Thursday,Under 18,Male,Junior high school,Employee,2-5yr,Stationwagen,Governmental,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,Under 18,3,Driver,Normal,Not a Pedestrian,Changing lane to the right
14:45:00,Saturday,31-50,Male,High school,Employee,Above 10yr,Public (13?45 seats),Owner,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Passenger,Female,Over 51,3,Other,Normal,Not a Pedestrian,No distancing
12:04:00,Monday,Over 51,Male,Junior high school,Employee,2-5yr,Long lorry,Governmental,No defect,School areas,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,6,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right
6:26:00,Friday,31-50,Male,Elementary school,Owner,5-10yr,Other,Owner,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,1,Stopping,Pedestrian,Female,Under 18,3,Driver,Normal,Not a Pedestrian,Other
12:44:00,Tuesday,Under 18,Male,Junior high school,Employee,Above 10yr,Public (12 seats),Owner,No defect,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Other,Collision with roadside objects,2,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Driving carelessly
10:54:00,Friday,31-50,Male,Junior high school,Employee,5-10yr,Stationwagen,Owner,No defect,Unknown,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Other,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Other
20:30:00,Sunday,Over 51,Female,Junior high school,Employee,Above 10yr,Automobile,Owner,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly
12:44:00,Thursday,18-30,Male,Junior high school,Employee,Above 10yr,Public (> 45 seats),Owner,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the left
19:20:00,Wednesday,Unknown,Male,High school,Employee,Above 10yr,Lorry (41?100Q),Owner,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Windy,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No priority to pedestrian
3:16:00,Saturday,Unknown,Female,Above high school,Employee,Above 10yr,Automobile,Owner,No defect,  Market areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving at high speed
12:30:00,Thursday,18-30,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,4,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly
18:20:00,Monday,31-50,Male,Writing & reading,Owner,5-10yr,Automobile,Owner,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right
22:05:00,Monday,18-30,Male,Elementary school,Owner,2-5yr,Turbo,Owner,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,2,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left
14:30:00,Saturday,18-30,Male,Junior high school,Owner,1-2yr,Automobile,Owner,No defect,Office areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Rollover,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right
17:00:00,Tuesday,18-30,Male,Junior high school,Owner,5-10yr,Public (13?45 seats),Governmental,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with roadside objects,1,1,Moving Backward,na,na,na,na,Driver,Normal,Not a Pedestrian,No priority to pedestrian
13:10:00,Thursday,Unknown,Male,Junior high school,Employee,5-10yr,Pick up upto 10Q,Governmental,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Turnover,Pedestrian,Male,Over 51,3,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Changing lane to the right
12:29:00,Tuesday,31-50,Male,Elementary school,Employee,5-10yr,Pick up upto 10Q,Owner,No defect,Other,One way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Moving Backward,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Overturning
14:59:00,Wednesday,Over 51,Male,Above high school,Employee,2-5yr,Stationwagen,Owner,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Overtaking
18:39:00,Wednesday,Unknown,Male,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Owner,No defect,Residential areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Overtaking,Passenger,Male,31-50,3,Self-employed,Normal,Not a Pedestrian,No priority to vehicle
12:15:00,Tuesday,Over 51,Male,Junior high school,Employee,unknown,Public (12 seats),Owner,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Collision with pedestrians,2,3,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Driving carelessly
17:41:00,Monday,31-50,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,No defect,Other,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Other,Vehicle with vehicle collision,2,1,Other,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Moving Backward
8:15:00,Wednesday,18-30,Male,Junior high school,Owner,5-10yr,Taxi,Owner,No defect, Church areas,other,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Self-employed,Normal,Not a Pedestrian,Moving Backward
13:30:00,Monday,Over 51,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,No defect,Office areas,Undivided Two way,Tangent road with mountainous terrain and,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,18-30,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the left
11:45:00,Saturday,Over 51,Male,Junior high school,Employee,2-5yr,Pick up upto 10Q,Owner,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Snow,Daylight,Snow,Collision with roadside objects,3,2,Going straight,Driver or rider,Female,Over 51,3,Self-employed,Normal,Not a Pedestrian,Driving carelessly
22:20:00,Friday,31-50,Male,High school,Employee,1-2yr,Pick up upto 10Q,Governmental,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Going straight,Passenger,Male,31-50,3,Driver,Normal,Not a Pedestrian,Getting off the vehicle improperly
1:19:00,Monday,Unknown,Male,Elementary school,Employee,1-2yr,Automobile,Owner,No defect,Residential areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Reversing,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Driving under the influence of drugs
10:15:00,Wednesday,31-50,Male,Junior high school,Employee,Above 10yr,Automobile,Governmental,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Overtaking
10:10:00,Thursday,18-30,Male,Junior high school,Employee,Above 10yr,Taxi,Owner,No defect, Outside rural areas,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Reversing,na,na,na,na,Other,Normal,Not a Pedestrian,Turnover
23:40:00,Friday,Under 18,Male,Above high school,Owner,2-5yr,Other,Owner,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Other,Driver or rider,Male,31-50,2,Driver,Normal,Not a Pedestrian,No priority to vehicle
